idx,transcript,audio length,filename
1781,i must see it after i have an open ,4.736875,1249120_43577102_86095965.wav
1782,are heavy so fain he may hear,3.3436875,1249120_20518958_50173012.wav
1783,is dear to give for the one,1.621375,1249120_43898158_51814906.wav
1784,i can hardly move my neck behold ,2.56,1249120_43995026_40788900.wav
1785,when i move my shoulder it's like lightning is being sentry my shoulder,5.376,1249120_36929821_102629508.wav
1786,when i brush my hair i noticed big clumps of hair coming out in the brush,4.6933750000000005,1249120_18985376_57191779.wav
1787,my lower back hers but it improved if i stretch it,4.0106875,1249120_19425875_90287400.wav
1788,i feel a strange and powerful pain inside my recede,5.632000000000001,1249120_43698316_43777134.wav
1789,i have been eating when i walk a lot,2.2186875,1249120_40401830_91347010.wav
1790,i don't know why i'm constantly sad,3.4986875,1249120_36929821_65333300.wav
1791,my word for ben up a game,2.7306875,1249120_40184183_102133589.wav
1792,well i exhale a not in my opinion at,4.864,1249120_43665783_15543541.wav
1793,i have a show man in my eloisa,3.2426875,1249120_40184183_88067334.wav
1794,the register an in my salon,4.551125,1249120_43788827_97797352.wav
1795,my check any breaks out on mericles of,4.352,1249120_15965551_53555531.wav
1796,i was drunk soother,3.072,1249120_43665783_72908297.wav
1797,so that in balyika,3.4133750000000003,1249120_41087148_99456007.wav
1798,i have muffled pain at my left way,4.096,1249120_19425875_98726978.wav
1799,i have or had been my stomach,3.4365625,1249120_35448024_23762843.wav
1800,i be later is something so long and he came where the play of mind,6.4,1249120_42557795_81995463.wav
1801,last oration rupture or opening in the skin,4.7786875,1249120_22423108_37304641.wav
1802,it's hot busying,2.0906875,1249120_27392644_22855056.wav
1803,i can hardly pretty,2.229125,1249120_43788827_105541974.wav
1804,i visited many donebut is gone and a midianite my head be ,9.1306875,1249120_44101988_15966646.wav
1805,i begin on my insie,3.3280000000000003,1249120_41087148_41229173.wav
1806,were life there in a double eye tattering and like a hired,6.03725,1249120_30937687_82234721.wav
1807,when i went over i get a shooting pain on my baby,3.901,1249120_2171654_106871860.wav
1808,i feel a tightness in my chest,2.7306875,1249120_15004831_74682993.wav
1809,my you had once a people,4.096,1249120_33251186_85387525.wav
1810,i rely i know home not something in my tone,4.6080000000000005,1249120_43604449_22723006.wav
1811,i couldn't stop eating or unclench my joe said how cold i was,5.1084375,1249120_30766630_30649963.wav
1812,i asks yer a sommelier i eat i haven't been able to and polish is like the theoriser,7.68,1249120_39438102_59382613.wav
1813,i feel a pain in my back,2.6006875000000003,1249120_35448024_87507425.wav
1814,my incodent drops when i put resoome foot,4.179625,1249120_35448024_95917342.wav
1815,ever did i negation i felt dizzy,2.6935625,1249120_35448024_103587684.wav
1816,my calf fell like that tight as not and a throbbing,5.2906875,1249120_38042052_53133048.wav
1817,i cannot delay to manipulate rape or paiarisalama,6.229375,1249120_44111844_13559829.wav
1818,i have a head pain every single day,3.5839999999999996,1249120_43856216_27834732.wav
1819,i have throbbing in my shoulder,2.7864375,1249120_44093303_96216551.wav
1820,he stood had assured a pin,2.133375,1249120_40401830_12638440.wav
1821,if the lord was for we must make were,3.925375,1249120_44111844_27558174.wav
1822,i hold thee the combat in my thoughtful,6.229375,1249120_43172391_87654727.wav
1823,heavy breath was the tea,2.9013750000000003,1249120_35832653_13486461.wav
1824,cried she her valorously,5.0155625,1249120_40725179_80637311.wav
1825,i got terrible headaches every few months and when i got them my vision of affected,5.8026875,1249120_36929821_89846109.wav
1826,my danebrog and aboriginal,5.2906875,1249120_43665783_25889547.wav
1827,i feel my head when i stand up,2.56,1249120_35408915_69993127.wav
1828,as in a holstein sent,2.3040000000000003,1249120_42210938_96860829.wav
1829,i tendered myself doing the salome,3.0650625,1249120_28006404_15832946.wav
1830,there is an extreme passion belong my belly button at the right which i feel every time i go out for a job,8.192,1249120_29289135_41248036.wav
1831,i have tied itinerating in the mill,4.0106875,1249120_44027675_103790921.wav
1832,and then here again in ten i have a senior,4.365375,1249120_40725179_105151085.wav
1833,my heart evansville wi,2.8160000000000003,1249120_41087148_26497479.wav
1834,i feel that this hard to breath for me especially after my man or making any outward,6.144,1249120_29289135_24806033.wav
1835,i got aconite curly,2.2186875,1249120_40401830_102062277.wav
1836,my dad felt as we may and that another had his sort the ampollina the wound disunited,8.533375,1249120_43350908_80698894.wav
1837,i could not entertain,1.7066875,1249120_31349958_85507277.wav
1838,i got to killinek one or,4.5226875,1249120_36505751_87883658.wav
1839,it is dated as bees but to live in is opinion,4.096,1249120_41336418_33753943.wav
1840,i had heard a pin in ,2.8160000000000003,1249120_41087148_27132398.wav
1841,my knees when i play squash,2.2186875,1249120_43825820_39428853.wav
1842,i have pimple on my back,2.9866875,1249120_6338946_40270934.wav
1843,then i think i lost agatha had a,3.4133750000000003,1249120_43316708_71832408.wav
1844,i have had a almost every day,4.365375,1249120_35448024_96979764.wav
1845,i feel like my heart is on fire,2.645375,1249120_18172663_26044172.wav
1846,my fee be seen aboard to indicate then abe i see sire of little work,5.4799375,1249120_43612961_90934243.wav
1847,i have a blurry vision and i can't see in the darkness what is the reason doctor,4.9226875,1249120_34824899_48082039.wav
1848,and it hoping the morning i indite,3.5839999999999996,1249120_41087148_22068383.wav
1849,my hair is falling out just by coming it,4.2666875,1249120_43698316_78301957.wav
1850,there is this pain that read through my chest up to my left arm,7.253375,1249120_43620482_84056010.wav
1851,my test heard when a boat would take a bit,4.0106875,1249120_43316708_47379867.wav
1852,i fail in sharp pain in my feet,4.0106875,1249120_43105396_52062520.wav
1853,there is so much think when a moment or,4.949375,1249120_33251186_63315557.wav
1854,oh my heart had me i tried to be calm in a cant,4.6933750000000005,1249120_35350617_101980727.wav
1855,i feel said,2.56,1249120_42554554_15678155.wav
1856,my fool do hearing so,4.096,1249120_35444693_25548768.wav
1857,and he to me and but a few did,3.2426875,1249120_42210938_75530499.wav
1858,i was watching t v and suddenly have buried vision,3.3280000000000003,1249120_19425875_84684947.wav
1859,my let it be much,2.7306875,1249120_21665495_73200202.wav
1860,i been to think of the opinion,3.157375,1249120_41336418_88970239.wav
1861,my hair is falling out just by coming in,3.5839999999999996,1249120_43402738_38497052.wav
1862,and what for we put,3.4986875,1249120_43105396_93760266.wav
1863,i aint,2.133375,1249120_44023395_28316936.wav
1864,my body is we all do i eat an lord wi,7.7090625,1249120_30937687_15305633.wav
1865,my heart heart by i answered by,4.551125,1249120_30937687_10543328.wav
1866,when i stand up too quickly i thought i go dizzy and like a,3.7546875,1249120_14353703_100698095.wav
1867,i got clost as of white heads and black heads on my back,4.864,1249120_36929821_44525966.wav
1868,when i do hard exercise i feel great pain and my muscle,3.993875,1249120_34824899_86593725.wav
1869,i fell on my bike and since then i have heard nathan,5.12,1249120_29289135_63473554.wav
1870,i feel soothing at intervals as time,4.949375,1249120_39438102_66911427.wav
1871,i dealt dreamland powerful than inside my leap cats,5.7585625,1249120_39142299_92889379.wav
1872,so ben and heavy being,2.645375,1249120_35197064_38623107.wav
1873,and i like a rare,2.9013750000000003,1249120_43719934_71114023.wav
1874,i go to sleep i feeling cold,2.1546875,1249120_27392644_42382970.wav
1875,i just spent of breath of the going up a dozen of stars but now i strike it to breathe even the esaron,6.0586875,1249120_40401830_57687774.wav
1876,i feel weak,2.7306875,1249120_22423108_108896174.wav
1877,my knees her so bad to walk that i stayed more than i should,5.376,1249120_31349958_27164977.wav
1878,why night an i see my to make her,4.5226875,1249120_36214391_91295744.wav
1879,i complain a lot with my neck pain and i really need to be better,4.7786875,1249120_43620482_82153770.wav
1880,when i do hard exercises i feel great pain in my muscles,4.352,1249120_35408915_83665377.wav
1881,and disappointed,2.2186875,1249120_41841195_24269718.wav
1882,i have a back pain since i fell on the floor,4.352,1249120_29289135_42853161.wav
1883,i fell on his sire,2.7864375,1249120_40725179_108006662.wav
1884,amy her face go all night she can sleep,5.8514375,1249120_43794413_105475928.wav
1885,my niece is to grin as i go up and down as,5.376,1249120_41150153_91801944.wav
1886,i parted out and in moving very long,4.5226875,1249120_40663048_38350022.wav
1887,i have buried besetting my swimming training in the pool fly,4.5226875,1249120_35408915_88866567.wav
1888,i fill the presse when i see my hair fall out,4.352,1249120_31349958_21063312.wav
1889,my back hurt so much that a campin down to tie my shoe laces,4.5226875,1249120_43620482_80148367.wav
1890,i feel i read upon those prison of my head,3.622375,1249120_43577102_32628322.wav
1891,had i stepped on the needle it wouldn't have heard so much light to them store in my heel,5.4799375,1249120_28006404_81827562.wav
1892,i interflowing my ears,3.5839999999999996,1249120_44111844_98402630.wav
1893,my astronomer a lamp that no matter how much a greyish onendin away,8.448,1249120_44111844_91331948.wav
1894,my act may it is and uses,3.7546875,1249120_43856216_34239729.wav
1895,i sat hesitate,2.133375,1249120_44023395_81582015.wav
1896,my negation heard when they first stand up after sitting,4.6080000000000005,1249120_43855932_105242356.wav
1897,my darter hartebeest and one of a lot is tried and when i put,6.0586875,1249120_44084500_102567161.wav
1898,i mean be in the new,4.644,1249120_29672643_102683922.wav
1899,my head feels like going to explode,4.437375,1249120_40184183_103087427.wav
1900,all of western i find is evanished,3.4986875,1249120_44101988_23495958.wav
1901,landor to herd her years years and one of her the end rooms is blighted and manning her,8.823625,1249120_20518958_36066076.wav
1902,i get classed pimp on my face that never go away,4.5226875,1249120_43951421_102387263.wav
1903,conic bow pan,2.56,1249120_43951421_82468151.wav
1904,i fear a horse in my hair,3.5294375,1249120_43794413_41702021.wav
1905,i found what would i have a pain in my name,4.437375,1249120_43604449_68313863.wav
1906,after pain in a bank or for,3.4986875,1249120_35832653_99214126.wav
1907,i am always cold even when i am where he lay,5.888,1249120_43758322_10847509.wav
1908,my back is although,2.56,1249120_41221824_39975866.wav
1909,when i walk it's a hard trip,3.925375,1249120_43857865_49221890.wav
1910,i have tried to relief it but i can't,5.376,1249120_35154350_58959709.wav
1911,i don't know why i'm constantly said,2.7306875,1249120_38202325_87911469.wav
1912,later as the rapture or popping in the tin,4.736875,1249120_43788827_19217288.wav
1913,crowding all one,2.7864375,1249120_40725179_88364482.wav
1914,i fail relished all the time,3.0650625,1249120_39142299_90487919.wav
1915,my heart heard we lensed why,3.5839999999999996,1249120_43316708_87750238.wav
1916,i see then in my bed,2.048,1249120_36214391_86677919.wav
1917,i have issue is my kin,2.8160000000000003,1249120_36214391_93984395.wav
1918,i have a great sum a gate and i can eat anything,3.5839999999999996,1249120_19425875_34018942.wav
1919,i can't move my head up and down,2.645375,1249120_35832653_34954649.wav
1920,if he did i take in the de a start hoping,4.2725,1249120_20518958_37702955.wav
1921,i think he was hiding in the semiramis,5.461375,1249120_43604449_28676857.wav
1922,my stomach feels well and upset and plodding after be mean,5.0346875,1249120_43995026_92307300.wav
1923,i got my end the booming and in a deeply was i in any boy tree it's not getting but,9.557375,1249120_43665783_10685166.wav
1924,i can't sleep i have a hard cough,4.08675,1249120_17632529_93605074.wav
1925,redness solely and if i call dealing,4.0106875,1249120_33251186_31770864.wav
1926,longitude no burning line across my back with hard rest for tories movement,6.315875,1249120_30766630_100912461.wav
1927,it is a one sentiamo for,3.669375,1249120_43604449_68658518.wav
1928,in the morning when astonishing,2.56,1249120_41150153_16451370.wav
1929,i have been feeling very sadly,3.7546875,1249120_36505751_97495089.wav
1930,i felt truth a window while i was cleaning it and i had a shop of glaston my left eye i think it is pretty salutes help,9.813375,1249120_41221824_107001026.wav
1931,the things one,3.3280000000000003,1249120_35444693_84892280.wav
1932,my ear when i was in the music,3.072,1249120_38548574_96908474.wav
1933,my king is very dry and pleasing,3.84,1249120_44111844_70529548.wav
1934,my stomach feels full and upset and bloating after big knees,5.8026875,1249120_43856216_21035407.wav
1935,is my golden said good old just helen,3.4986875,1249120_39154234_31675843.wav
1936,i feel fatalite sight on my chest were my harry,4.7786875,1249120_33251186_23433918.wav
1937,my heart is my being fastened to scale,4.437375,1249120_42557795_51652541.wav
1938,i see de when i may sadden men,6.8266875,1249120_43665783_32187997.wav
1939,i heard a foot back after running for you under me that it made into,5.5466875,1249120_35170334_81797397.wav
1940,i have eaten her,3.4365625,1249120_43577102_61318612.wav
1941,i am not hearing well i have trouble with my ear,3.5839999999999996,1249120_43855932_90433740.wav
1942,well i try that my my glasses to see more clear we can find any ten,6.229375,1249120_43105396_84348873.wav
1943,i feel pain when i think of her,2.7864375,1249120_44093303_30897263.wav
1944,there must be something wrong with my blood satiation i have to wear so even on the huseby daughter frozen,8.8746875,1249120_21665495_109967936.wav
1945,my head is so heavy kind did norman,6.1301250000000005,1249120_43794413_22800051.wav
1946,i have a robbing in my joints,2.773375,1249120_15965551_75075551.wav
1947,the sharp millennia tried to a play being here but it is an e,8.789375,1249120_35444693_54863137.wav
1948,mahtoree sold,3.4986875,1249120_41087148_87462218.wav
1949,i had been in my stomach,2.9013750000000003,1249120_43665783_96982071.wav
1950,i can't walk because i have a great foot eight,3.1146875,1249120_43825820_98687117.wav
1951,my moved in my lower bear ,2.8160000000000003,1249120_43719934_82524191.wav
1952,i felt pain in my body,2.56,1249120_15004831_69709527.wav
1953,at the pain and at that,2.048,1249120_38548574_45659012.wav
1954,the men go to sleep i'm feeling all,5.0346875,1249120_43172391_42569776.wav
1955,he is living my asinine,3.84,1249120_41150153_45936085.wav
1956,i feel in it molly gushed,2.133375,1249120_43898158_31555970.wav
1957,i have a problem in my face i cannot intend,4.5226875,1249120_44101988_57965547.wav
1958,my aunt elise who are digging,3.4986875,1249120_35444693_60431869.wav
1959,i can do anything i feel a week on my body,4.08675,1249120_30766630_91159589.wav
1960,sometimes i feel like a cur on my chest that leads me breathe,5.205375,1249120_36929821_69275917.wav
1961,i can't stand up at him my greeting i said my skull,5.0346875,1249120_21665495_49749777.wav
1962,it is so much pain when i moved my arm,2.8793125,1249120_28006404_53350096.wav
1963,my man carried,3.993875,1249120_30937687_17619915.wav
1964,my heart feels like it's going to explode,4.5226875,1249120_43402738_61726921.wav
1965,oh my heart think it ,1.9626875,1249120_31349958_61870485.wav
1966,i've had this cost for two weeks,3.5294375,1249120_17632529_101935206.wav
1967,i have a shop in man towards the,3.157375,1249120_39154234_24700305.wav
1968,i was active in sports but no my bodies feeling in,5.632000000000001,1249120_40184183_10334790.wav
1969,i was jack did with me twelve disunion aurichapa while i oefel called,6.8266875,1249120_41221824_52110888.wav
1970,man i am glad my i sent,4.2666875,1249120_44093933_107260791.wav
1971,my face break out badly every month around my side,3.622375,1249120_1853182_86923401.wav
1972,i felt an and my neck in working,4.7786875,1249120_39438102_28036162.wav
1973,might hear her when i touch it,2.5078125,1249120_44140394_67954086.wav
1974,a toehold valentine of,3.901,1249120_40725179_83439061.wav
1975,the import for me tierney,6.0586875,1249120_43172391_78265904.wav
1976,the pains instances pecially when i go down the stairs if so i ask in had now in irene,7.8506875,1249120_39438102_43754649.wav
1977,after a break up i feel something strange in me,5.12,1249120_43698316_60979099.wav
1978,my hair is falling without a reason i can see a lot of her on my working desk,5.888,1249120_36929821_22587599.wav
1979,my ear heard and it was man i allow my ear every sinful and tell old husband held,7.4304375,1249120_43612961_37650600.wav
1980,i traveled by plane a few days ago and the enduring landing my ears remained paused and painful,5.8026875,1249120_35350617_89284646.wav
1981,fenya,1.365375,1249120_44027675_30030315.wav
1982,when my aunt father i i set a harmonising,4.949375,1249120_33251186_109998563.wav
1983,my arm fell like a wonestow,2.9866875,1249120_44111844_38004524.wav
1984,i feel great pressure in my chest,3.7546875,1249120_29289135_16207472.wav
1985,my thought is so soon,2.4746875,1249120_43898158_23675853.wav
1986,i'm disappointed,3.901,1249120_22345789_69528394.wav
1987,the nerves was so damage the dear the operation on my ankle that i cannot stand to be in touched on the scar,6.229375,1249120_18172663_82976220.wav
1988,a vigorous iago,3.622375,1249120_20518958_19502200.wav
1989,and having a hard time reading with the letters a pole,6.0586875,1249120_43918153_29828731.wav
1990,i have a hard time resaid farmer or all but,5.2013125,1249120_40725179_48938505.wav
1991,my this was all do and i have loved in master of his life,6.8266875,1249120_41087148_36008493.wav
1992,well the fort all night she gone she,5.205375,1249120_35444693_11610684.wav
1993,my niece were right below the leak out and heard when up would wait on them,5.0155625,1249120_28006404_54952459.wav
1994,sometimes when it's cold outside of it her expression the pimples that already too pat,5.2906875,1249120_14353703_13615707.wav
1995,in great pain in my deep after playing one of the organ,4.6080000000000005,1249120_44088493_51692836.wav
1996,it elation,2.7306875,1249120_43995026_87738245.wav
1997,my head hurt whenever i tried to do something,3.925375,1249120_43883861_55676191.wav
1998,that a lot of hers on my pillow in the morning,4.0106875,1249120_43856216_75705797.wav
1999,mortise of the midas danegre,5.205375,1249120_36505751_93959065.wav
2000,my head hurt when i'm doing this,4.0106875,1249120_38042052_67922468.wav
2001,my mules and my lower back are eighteen,3.4986875,1249120_18172663_58938998.wav
2002,i feel a burning sensation in my shoulder muscle,3.71525,1249120_18386513_80223762.wav
2003,i placed myself deeply with a knife i was cooking,6.229375,1249120_35154350_50883209.wav
2004,i suffered as he enemy hand and i could not stop to displeasing,4.8298125,1249120_30766630_63711271.wav
2005,madam bear draw on my morning had fine nose,3.6266875,1249120_27392644_24485200.wav
2006,and singing to them went on my knee and i stand treat as feloniously mass,6.997375,1249120_44111844_35770884.wav
2007,i feel like i am a escaoe thing in my,4.0106875,1249120_43898158_47673409.wav
2008,in the morning my rest i descended on,3.157375,1249120_44093933_93909233.wav
2009,it is a hard proceedings,2.322,1249120_20518958_16546197.wav
2010,i can't be because of cur,2.6026875,1249120_27392644_45860516.wav
2011,my muscle in my shoulder burns one i move my arm,3.157375,1249120_13842059_62150593.wav
2012,i can stand with the warbling in my shoulder,4.4582500000000005,1249120_43612961_64363390.wav
2013,part at this home,1.9505,1249120_30937687_11144796.wav
2014,i'm having a hard time reading because the letters are all fuzzy,4.864,1249120_43620482_100844689.wav
2015,we eries and goes,3.5839999999999996,1249120_44111844_36147011.wav
2016,my shoulder heart when i tried to reach something about my head,5.205375,1249120_43856216_10904197.wav
2017,i was travelling by ship and i feel busy,3.1579375,1249120_34824899_47022828.wav
2018,i have a foot ache in winter or when it feels cold why,5.6656875,1249120_17632529_80824904.wav
2019,when i was washing my hair it was falling out heavily,4.179625,1249120_28006404_48756924.wav
2020,when i tried to take care of my hair and found in it is falling out,3.993875,1249120_44140394_88696539.wav
2021,i need a kind of cream which makes my muscles more relaxed,4.181375,1249120_18172663_70814167.wav
2022,i have pain what i can't specify clay,3.4133750000000003,1249120_18172663_89295118.wav
2023,i feel this comfort throughout the body in general,5.0155625,1249120_44093303_40127281.wav
2024,i think my body temperature is very loud,3.669375,1249120_15004831_35646374.wav
2025,i should a friend and sooner as scalp,4.2666875,1249120_41203338_79535222.wav
2026,there is any on my faith,2.7306875,1249120_18172663_60508120.wav
2027,i think i spend my ankles securely hurt,2.7306875,1249120_43995026_24246548.wav
2028,i was kicked in the head playing soccer last night,3.622375,1249120_44093303_45609357.wav
2029,i have an era when i go to the pool,2.645375,1249120_14353703_106042248.wav
2030,my shoulder heard him so much,2.9721875,1249120_30766630_14449136.wav
2031,i had to collation for playing soccer my knee buckled and now i can stable,7.167999999999999,1249120_43883861_96282257.wav
2032,a youth caravane benedicte years old,4.6933750000000005,1249120_29289135_54276020.wav
2033,my car elles,4.352,1249120_43172391_91610595.wav
2034,my hat is falling out hesitated for how,4.0746875000000005,1249120_15965551_63975814.wav
2035,i have been lake nearly in my joints,3.4133750000000003,1249120_43855932_10384449.wav
2036,my acme gives worse one of his out,3.84,1249120_39438102_47554490.wav
2037,i wore to the gotten bessay both his atelier,6.485375,1249120_42210938_100043992.wav
2038,a dog above fog in hard,2.7946875,1249120_27392644_93850585.wav
2039,there are some temples on my face that bova my luck,3.541375,1249120_43825820_56083833.wav
2040,my ear has me badly,1.92,1249120_43825820_88800778.wav
2041,i have a foot each although i don't walk a lot,3.669375,1249120_38202325_36620533.wav
2042,i had opened a strength i get up,3.3280000000000003,1249120_42554554_78241199.wav
2043,i thought feeling good i can't take my breath,4.08675,1249120_44093303_81123357.wav
2044,mister a has a great pan,1.877375,1249120_40401830_18578535.wav
2045,my entire body is free,2.7864375,1249120_2171654_56814700.wav
2046,when i eat too i notice my vision loses,3.993875,1249120_43612961_78671344.wav
2047,the ring of her her hidden that,2.9866875,1249120_44027675_23803799.wav
2048,so i went into the forest i have been on my ear,4.6080000000000005,1249120_44093933_15345897.wav
2049,my hand is best being but i get up,4.864,1249120_43172391_80719853.wav
2050,i'm injured i can't place sports,2.645375,1249120_43825820_17053909.wav
2051,my heart hurts it is,2.133375,1249120_38548574_90722920.wav
2052,i have been told more,3.2508125,1249120_40725179_96189973.wav
2053,in the morning my respiration is loud,5.5466875,1249120_41956733_70118255.wav
2054,i have a terrible pain in my heart,2.6006875000000003,1249120_2171654_84934574.wav
2055,something that is there on my ear,2.9866875,1249120_39154234_57728563.wav
2056,i felt pain in my right shoulder after that kenneth mast,4.5226875,1249120_15004831_91499716.wav
2057,my hard heart while an set why,4.08675,1249120_35448024_72612859.wav
2058,my neck hurts me and i can't stand with this pain,3.925375,1249120_38202325_59222981.wav
2059,i have a split on my son that will not heal,3.4365625,1249120_34824899_40644680.wav
2060,i have a dry fine,5.2906875,1249120_43918153_29078485.wav
2061,there is a sun in it mean when about i do these,4.736875,1249120_20518958_68660701.wav
2062,my shower down a fall of her aretin,2.9013750000000003,1249120_13842059_96006573.wav
2063,i haven't painted my hand,2.9013750000000003,1249120_40663048_76711079.wav
2064,i have a pain in my joints,2.13625,1249120_18386513_25545136.wav
2065,then i am for had a start besides,4.352,1249120_43316708_26593152.wav
2066,my neck feel stiff,2.389375,1249120_35408915_104463770.wav
2067,my head is dizzy when i tried to get up,3.4986875,1249120_35350617_87028175.wav
2068,the severe pain in the stomach i feel,3.669375,1249120_6338946_43979955.wav
2069,glass broken and wound my legs sadly the wound is so wide,5.4799375,1249120_17632529_50143584.wav
2070,i feel a pain on the left side of my chest where my heart is,3.925375,1249120_18172663_93142539.wav
2071,i have roughly all over my face,3.925375,1249120_43951421_107989922.wav
2072,i feel pain in my neck,3.925375,1249120_43620482_101587093.wav
2073,my lord a has but to improve if i stretch it,5.269375,1249120_15965551_30586097.wav
2074,are you from acting now fifteen years old,3.5839999999999996,1249120_35350617_30206061.wav
2075,i am having you had banyan,3.4986875,1249120_35197064_81266197.wav
2076,i feel a great being in my solenodon and it does not go he,5.6656875,1249120_29713479_22618609.wav
2077,i can't carry anything i have a pain in my shoulder,4.0106875,1249120_35832653_21074241.wav
2078,it is like having a needle passing through my heart,4.0106875,1249120_15965551_64987640.wav
2079,i got my sons and i am bleeding,3.2426875,1249120_43402738_72000577.wav
2080,i think i overdid it when i carried all that lumber from the yard my lord back is killing me,5.9443125000000006,1249120_44140394_74231117.wav
2081,my need is and long ranks,2.389375,1249120_41150153_41850383.wav
2082,there is pain in the muscles i do not know cause,4.2666875,1249120_6338946_42600414.wav
2083,there's a conventicle at lord,2.3040000000000003,1249120_41336418_28420679.wav
2084,italy her for the ,3.1579375,1249120_43794413_65674404.wav
2085,i have the resolution,2.7306875,1249120_44091626_18396988.wav
2086,what had cut her faster,3.072,1249120_43856216_34290718.wav
2087,i have an open wounded my arm,3.4365625,1249120_44093303_39622828.wav
2088,i have a short pain in my neck,2.322,1249120_1853182_67549547.wav
2089,my niece hurt so bad to walk that i say sitting more than i should,4.864,1249120_35350617_58788803.wav
2090,i have been fed on my back,4.644,1249120_29672643_71319921.wav
2091,it feels like some one i hitting my head with the hammer i feel pain on the top of my head and trot,7.68,1249120_36505751_68375713.wav
2092,i feel a clicking sensation in my knee time i stop,4.864,1249120_36929821_80235199.wav
2093,i feel pain in my right shoulder after the to match,3.925375,1249120_35408915_92296409.wav
2094,my knees as well right below the knee cap and hurt when i put wait on them,4.864,1249120_18172663_51661758.wav
2095,crabs and all the old action,2.7306875,1249120_42210938_46153649.wav
2096,i have constitutum a bin and rotting,4.6933750000000005,1249120_40184183_57607070.wav
2097,the man berate drinking man,3.2508125,1249120_20518958_44861039.wav
2098,i have blurred vision after i used the wrong medicine,6.223,1249120_22345789_87744835.wav
2099,i often get a sharp pain in my chest and i can't tell i'm doing that might be drinking in,5.4799375,1249120_28006404_74861178.wav
2100,i and a boy clear taopee advice,5.461375,1249120_42557795_25163762.wav
2101,have your pole and for,4.096,1249120_35444693_13273249.wav
2102,i fancy very thin in the skin with rennet,4.437375,1249120_40184183_93834364.wav
2103,i have a dry skin,2.645375,1249120_43951421_54170269.wav
2104,god is almost bed hard when i bathes,5.2941875000000005,1249120_30937687_65811282.wav
2105,o the thing that memory,2.4746875,1249120_42210938_51111620.wav
2106,when i love i get a staring print and the top of my foot,5.2906875,1249120_43604449_59605188.wav
2107,my jests when i gotter,6.40875,1249120_29672643_81835950.wav
2108,the war had inwardly i am orienting a intrepidity,9.7524375,1249120_29713479_55240615.wav
2109,my head age seen a work at this morning,3.3280000000000003,1249120_36214391_78596944.wav
2110,i am injured i can't place for,3.4986875,1249120_38202325_107785735.wav
2111,i see my ,4.08675,1249120_29672643_44035263.wav
2112,i will be in my joy in a poem in in the last war mad i placed,7.7090625,1249120_20518958_17644982.wav
2113,my dear mister gorman my body was so now,3.4986875,1249120_43453425_107962695.wav
2114,he having shaban in my ear,4.6080000000000005,1249120_43172391_87064421.wav
2115,i wake up at night feeling cold,3.7546875,1249120_39740177_99155674.wav
2116,i get child an ex all over,6.0586875,1249120_41956733_109601662.wav
2117,my grandmother lashed year went to hospital because she was having a hard time breathin,7.0826875000000005,1249120_35154350_102027756.wav
2118,after a piker i dreesome thing strange in me,4.6933750000000005,1249120_36505751_46140283.wav
2119,a few mothers,2.133375,1249120_42210938_99165419.wav
2120,my shoulder is sore in,2.56,1249120_42210938_64107277.wav
2121,this so much pain my move my arm,3.5839999999999996,1249120_19425875_36813420.wav
2122,i feel depressed when i see my hair falling out,3.4986875,1249120_35408915_49916938.wav
2123,can i do it ,1.1946875,1249120_31349958_90101203.wav
2124,a cop off the tip of my finger while i was cutting from cudford and a kinetotele in,5.7585625,1249120_28006404_51635944.wav
2125,my sonnies maiden for a the antipodean and look like it is and sister,9.8986875,1249120_43604449_95051665.wav
2126,i feel like my has won for,3.072,1249120_33251186_109855242.wav
2127,so i went into the forest i have been on my young,6.485375,1249120_44142156_51511313.wav
2128,if only the police,2.3040000000000003,1249120_39675900_86818863.wav
2129,in the harsh polemen my army,4.8298125,1249120_20518958_108279131.wav
2130,i noticed the important request to my bishop when i tried to look at things up close,6.687375,1249120_30766630_99864594.wav
2131,when i do mutations me and dizzy,5.461375,1249120_40184183_105834820.wav
2132,malone was affected when i was planning some flowers in my garden,4.864,1249120_35832653_76692212.wav
2133,when i get up i see my skin make,3.3436875,1249120_30766630_71207683.wav
2134,come see of her for a base and sebaceous glands,4.6080000000000005,1249120_43951421_64159898.wav
2135,i've seen this strong thing in night in of parenas hint doing the foramen,8.277375000000001,1249120_40184183_109300135.wav
2136,and i wake up with a stiff neck every morning mule help but then a couple of days later if back again,7.936,1249120_43951421_98122150.wav
2137,i will endure delay would bore me i was i know well getleman,9.3866875,1249120_43665783_31986004.wav
2138,go back his hearing so much,2.8793125,1249120_30766630_77763119.wav
2139,well and the doolie to an pooped,7.3386875,1249120_42557795_82222912.wav
2140,at the pain combined it,1.7919999999999998,1249120_38548574_33898870.wav
2141,the waring i have some pain under my foot,3.4133750000000003,1249120_44142156_56513645.wav
2142,my delesof on my second i,4.2666875,1249120_43898158_24859800.wav
2143,my son had i who had gone on in the din of patched into condition his cheek and now he fell not he,9.984,1249120_35444693_49195384.wav
2144,he is a stout in in my blood fall,2.56,1249120_43453425_25562739.wav
2145,i am having running now,2.6006875000000003,1249120_2171654_15523921.wav
2146,my ear is in inverse minister my years made man he and i and our hat and had,9.47375,1249120_43577102_10687547.wav
2147,i feel a burning said ethan in a shoulder muscle,4.096,1249120_35350617_14330882.wav
2148,i feel pain my body,2.7306875,1249120_43883861_20468370.wav
